,Title,Amenities,Amount
322,"3 BHK Builder Floor for Rent in Kavuri Hills, Madhapur","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 Covered, 1 OpenAvailabilityImmediatelyCarpet Area2757 sqftFloor4 out of 4facingNorth - EastoverlookingMain RoadBathroom3Balcony4","₹55,000"
323,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1800 sqftFloor5 out of 19facingEastoverlookingMain RoadBathroom3Balcony2,"₹40,000"
324,2 BHK House for Rent in OU Colony-Shaikpet,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1330 sqftFloorGround out of 2facingEastoverlookingGarden/ParkDimensions10 X 18 ft SqftBathroom2,"₹15,000"
325,"2 BHK Apartment for Rent in West Venkatapuram, Secunderabad, Siddipet Road",FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking1 OpenAvailabilityImmediatelyCarpet Area900 sqftFloor2 out of 2overlookingMain RoadBathroom2Balcony2,"₹11,500"
326,2 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftFloor3 out of 4facingEastBathroom2Balcony1,"₹24,064"
327,3 BHK Apartment for Rent in Gachibowli,"FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1758 sqftFloor5 out of 7facingEastoverlookingGarden/Park, Pool, Main RoadBathroom3Balcony1","₹30,000"
328,2 BHK Apartment for Rent in Chanda Nagar,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1080 sqftFloor2 out of 3facingWestoverlookingGarden/ParkBathroom2Balcony2,"₹15,000"
329,2 BHK Apartment for Rent in Kompally,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area900 sqftFloor1 out of 6facingWestoverlookingMain RoadBathroom2Balcony1,"₹17,000"
330,"3 BHK Apartment for Rent in Tellapur, Outer Ring Road",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1430 sqftFloor3 out of 5facingEastBathroom3Balcony2,"₹15,000"
331,3 BHK Apartment for Rent in Shamshiguda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1500 sqftFloor3 out of 5facingNorthoverlookingMain RoadBathroom3Balcony2,"₹18,000"
332,"3 BHK Builder Floor for Rent in Alkapuri, LB Nagar, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1630 sqftFloor5 out of 5facingWestoverlookingMain RoadBathroom3Balcony3,"₹24,000"
333,"2 BHK House for Rent in Venkateshwara Nagar, Malkajgiri",FurnishingUnfurnishedTenant PreferredBachelorsCar Parking1 OpenAvailabilityImmediatelyCarpet Area600 sqftFloor1 out of 2facingNorthBathroom1,"₹8,000"
334,3 BHK Builder Floor for Rent in Yapral,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area2000 sqftFloor2 out of 3facingEastoverlookingGarden/ParkBathroom3Balcony4,"₹22,000"
335,2 BHK Villa for Rent in Rampally,FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1100 sqftfacingWestDimensions48 X 32.81 ft SqftBathroom2,"₹15,000"
336,"3 BHK Apartment for Rent in Pocharam, NH 2 2",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area1200 sqftFloor1 out of 6Bathroom2Balcony1,"₹14,000"
337,3 BHK Apartment for Rent in Nanakram Guda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1800 sqftFloor11 out of 30facingEastBathroom3Balcony2,"₹50,000"
338,2 BHK House for Rent in Parvathapur,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1100 sqftFloor1 out of 3facingWestoverlookingGarden/ParkDimensions5 X 40 yrd SqyrdBathroom2,"₹10,000"
339,"2 BHK House for Rent in Kalyan Nagar-Erragadda, NH 9",FurnishingFurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1000 sqftFloor1 out of 2facingSouthoverlookingMain RoadBathroom3Balcony2,"₹25,000"
340,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1858 sqftFloor4 out of 7Bathroom3,"₹35,000"
341,4 BHK House for Rent in Aminpur,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1550 sqftBathroom3,"₹15,000"
342,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1200 sqftFloor25 out of 32facingWestoverlookingGarden/ParkOwnershipFreeholdBathroom2Balcony2,"₹40,000"
343,"2 BHK Apartment for Rent in Shirdi Sai Nagar, Manikonda",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area900 sqftFloor5 out of 6facingWestoverlookingMain RoadBathroom2Balcony2,"₹15,000"
344,"3 BHK Apartment for Rent in Tellapur, Outer Ring Road","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1900 sqftFloor6 out of 11facingWestoverlookingGarden/Park, Main RoadBathroom4Balcony1","₹23,000"
345,"3 BHK Apartment for Rent in Miyapur, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1300 sqftFloor4 out of 5facingWestoverlookingMain RoadBathroom2Balcony2,"₹18,000"
346,2 BHK Apartment for Rent in Masab Tank,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1000 sqftFloor2 out of 5Bathroom2Balcony2,"₹14,000"
347,2 BHK House for Rent in Kishan Guda,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1200 sqftFloor1 out of 4facingEastoverlookingMain RoadBathroom2Balcony2,"₹11,000"
348,3 BHK Apartment for Rent in Dr A.S. Rao Nagar,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1400 sqftFloor5 out of 5overlookingMain RoadBathroom3Balcony2,"₹12,500"
349,2 BHK Apartment for Rent in Addagutta Society,FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area900 sqftFloor1 out of 4Bathroom2Balcony1,"₹15,000"
350,3 BHK Villa for Rent in Kompally,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelySuper Area3000 sqftoverlookingMain RoadBathroom3,"₹26,000"
351,"2 BHK Apartment for Rent in Boduppal, NH 2 2",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area950 sqftFloor3 out of 3facingEastBathroom2Balcony1,"₹8,500"
352,"2 BHK Villa for Rent in Beeramguda, Ramachandra Puram, NH 9",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityFrom Mar '22Carpet Area1450 sqftfacingEastoverlookingMain RoadBathroom2,"₹14,000"
353,2 BHK Apartment for Rent in NRSA colony,FurnishingSemi-FurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area800 sqftFloor1 out of 2facingNorthoverlookingMain RoadBathroom2Balcony1,"₹12,000"
354,"3 BHK Apartment for Rent in Gangaram, Chandanagar, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1430 sqftFloor2 out of 12facingEastoverlookingGarden/ParkBathroom3Balcony1,"₹22,000"
355,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking2 CoveredAvailabilityImmediatelySuper Area1685 sqftFloor5 out of 13facingWestoverlookingGarden/ParkBathroom3Balcony2,"₹35,000"
356,"2 BHK House for Rent in Hari Hara Puram, B N Reddy Nagar",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area900 sqftFloorGround out of 1facingEastBathroom2,"₹9,500"
357,"2 BHK Apartment for Rent in Saidabad Colony, Sayeedabad",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area911 sqftFloorGround out of 1facingEastBathroom2Balcony2,"₹15,000"
358,"2 BHK Apartment for Rent in Miyapur, NH 9","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1160 sqftFloor9 out of 12facingWestoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹20,000"
359,2 BHK Apartment for Rent in Quthbullapur,FurnishingFurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area970 sqftFloor1 out of 5facingNorthBathroom2Balcony1,"₹13,500"
360,3 BHK Apartment for Rent in Whitefields,"FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area2200 sqftFloor4 out of 6overlookingMain Road, Garden/ParkBathroom3Balcony2","₹29,000"
361,"3 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1500 sqftFloor1 out of 5facingEastBathroom3Balcony3,"₹20,000"
362,"3 BHK Apartment for Rent in Hafeezpet, NH 9","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1500 sqftFloor7 out of 21facingNorth - EastoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹28,000"
363,2 BHK Apartment for Rent in Begumpet,FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1260 sqftFloor1 out of 5facingEastBathroom2Balcony2,"₹25,000"
364,3 BHK Apartment for Rent in Gachibowli,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1740 sqftFloor6 out of 14facingEastoverlookingGarden/ParkBathroom3Balcony2,"₹36,500"
365,3 BHK Villa for Rent in Whitefields,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area3500 sqftoverlookingGarden/ParkBathroom3,"₹70,000"
366,"1 BHK Builder Floor for Rent in Chintal, NH 7",FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area450 sqftFloor2 out of 3facingEastoverlookingMain RoadBathroom1,"₹6,500"
367,2 BHK Builder Floor for Rent in Bachupally,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1015 sqftFloor2 out of 4facingWestoverlookingGarden/ParkBathroom1Balcony2,"₹14,000"
368,1 BHK Builder Floor for Rent in Aminpur,FurnishingUnfurnishedTenant PreferredFamilyAvailabilityImmediatelyCarpet Area900 sqftFloor1 out of 1facingEastoverlookingMain RoadBathroom1,"₹8,500"
369,2 BHK Apartment for Rent in Puppalaguda,FurnishingUnfurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area900 sqftFloor4 out of 4facingNorth - WestoverlookingMain RoadBathroom2Balcony1,"₹11,000"
370,"1 BHK House for Rent in Saroor Nagar West, Saroornagar",FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area500 sqftFloor2 out of 2facingEastDimensions5.5 X 30 ft SqftBathroom1Balcony1,"₹6,000"
371,5 BHK House for Rent in Jubilee Hills,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area4800 sqftFloorGround out of 3facingNorthoverlookingMain RoadBathroom5Balcony4,₹3 Lac
372,"2 BHK Apartment for Rent in Ameerpet, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area950 sqftFloor3 out of 4facingNorth - EastoverlookingMain RoadBathroom2Balcony2,"₹18,000"
373,"2 BHK House for Rent in Alkapur Township, Manikonda, Outer Ring Road",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1300 sqftFloorGround out of 4facingSouth - EastoverlookingMain RoadBathroom2Balcony1,"₹13,000"
374,2 BHK House for Rent in Attapur,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1150 sqftFloor3 out of 4facingEastBathroom2Balcony1,"₹13,000"
375,"3 BHK Apartment for Rent in Khaja Guda, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1520 sqftFloor7 out of 8facingEastoverlookingMain RoadBathroom3Balcony3,"₹28,000"
376,"2 BHK House for Rent in Moosa Ram Bagh, Dilsukh Nagar, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftFloor1 out of 2facingNorthBathroom2Balcony2,"₹13,000"
377,3 BHK Apartment for Rent in RTC Colony-Chandanagar,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1574 sqftFloor2 out of 3facingNorthoverlookingMain RoadBathroom2Balcony1,"₹20,000"
378,"2 BHK Apartment for Rent in Kukatpally Housing Board Colony, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area1175 sqftFloor5 out of 5facingNorthoverlookingMain RoadBathroom1Balcony1,"₹19,000"
379,"2 BHK House for Rent in Banjara Hills, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area900 sqftFloorGround out of 1overlookingMain RoadBathroom2,"₹18,000"
380,2 BHK Apartment for Rent in Brindavan Colony-Toli Chowki,FurnishingFurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area930 sqftFloor1 out of 5facingEastBathroom2Balcony1,"₹18,000"
381,2 BHK House for Rent in Puppalaguda,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1000 sqftFloorGround out of 2facingEastBathroom2,"₹14,000"
382,"2 BHK House for Rent in Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelySuper Area1100 sqftFloorGround out of 2facingEastoverlookingGarden/ParkBathroom3Balcony1,"₹18,500"
383,"3 BHK Apartment for Rent in Financial District, Nanakram Guda",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1650 sqftFloor2 out of 15facingWestoverlookingMain RoadBathroom3Balcony3,"₹65,000"
384,3 BHK Villa for Rent in Hydershakote,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area3000 sqftfacingEastBathroom4Balcony2,"₹50,000"
385,2 BHK House for Rent in Vidya Nagar,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityFrom Mar '22Carpet Area1120 sqftFloor3 out of 6facingEastBathroom2Balcony1,"₹24,500"
386,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area2000 sqftFloor8 out of 14facingWestoverlookingGarden/ParkBathroom3Balcony2,"₹45,000"
387,"3 BHK Apartment for Rent in Nallagandla, Serilingampally",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityFrom Mar '22Carpet Area1400 sqftFloor2 out of 5facingWestoverlookingGarden/ParkBathroom3Balcony2,"₹22,000"
388,2 BHK Apartment for Rent in Mehdipatnam,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1050 sqftFloor1 out of 3facingNorth - EastoverlookingMain RoadBathroom2Balcony1,"₹15,000"
389,2 BHK House for Rent in TNGOS Colony Phase1,FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelyCarpet Area900 sqftFloor2 out of 3facingEastBathroom2,"₹15,000"
390,3 BHK Apartment for Rent in Gachibowli,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area870 sqftFloor3 out of 24facingNorth - EastoverlookingMain RoadBathroom2Balcony1,"₹33,000"
391,"2 BHK Apartment for Rent in Kukatpally, NH 9","FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityFrom Mar '22Carpet Area930 sqftFloor3 out of 7facingEastoverlookingGarden/Park, Main RoadBathroom2Balcony2","₹17,000"
392,3 BHK Apartment for Rent in Shaikpet,FurnishingUnfurnishedTenant PreferredBachelorsCar Parking2 CoveredAvailabilityImmediatelySuper Area1875 sqftFloor12 out of 22facingEastBathroom2Balcony1,"₹42,000"
393,"2 BHK Apartment for Rent in Nallagandla, Serilingampally",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1305 sqftFloor11 out of 24overlookingGarden/ParkBathroom2Balcony1,"₹27,000"
394,"3 BHK Apartment for Rent in Kukatpally, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1672 sqftFloor24 out of 27facingEastoverlookingGarden/ParkOwnershipFreeholdBathroom3Balcony3,"₹43,000"
395,2 BHK Apartment for Rent in Narayanguda,FurnishingSemi-FurnishedTenant PreferredBachelorsCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1150 sqftFloor3 out of 5facingEastoverlookingMain RoadOwnershipFreeholdBathroom2Balcony1,"₹20,000"
396,"3 BHK Apartment for Rent in Somajiguda, NH 9",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1850 sqftFloor3 out of 7facingSouthBathroom3Balcony3,"₹31,000"
397,3 BHK Apartment for Rent in Hitech City,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1500 sqftFloor2 out of 5facingEastBathroom2Balcony2,"₹24,000"
398,"4 BHK Apartment for Rent in Somajiguda, NH 9","FurnishingUnfurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area3722 sqftFloor5 out of 5facingEastoverlookingGarden/Park, Main RoadBathroom4Balcony1","₹58,000"
399,3 BHK House for Rent in Vidyuth Nagar,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1400 sqftFloorGround out of 3Bathroom3,"₹12,500"
400,2 BHK House for Rent in Madhapur,FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1250 sqftFloor1 out of 1facingNorth - EastoverlookingMain RoadBathroom2Balcony4,"₹15,000"
401,"4 BHK Apartment for Rent in Banjara Hills, NH 9",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area3400 sqftFloor3 out of 3facingEastoverlookingMain RoadBathroom4Balcony1,"₹75,000"
402,"2 BHK House for Rent in Nalanda Nagar, Upparpally","FurnishingUnfurnishedTenant PreferredFamilyOwner ResidesSame PremiseCar Parking1 Covered, 1 OpenAvailabilityImmediatelyCarpet Area1000 sqftFloorGround out of 2facingNorth - EastoverlookingGarden/ParkBathroom2","₹15,000"
403,"3 BHK Apartment for Rent in Kokapet, Outer Ring Road",FurnishingFurnishedTenant PreferredFamilyCar Parking2 CoveredAvailabilityImmediatelyCarpet Area1972 sqftFloor2 out of 10facingEastoverlookingMain RoadBathroom3Balcony3,"₹42,000"
404,"3 BHK Apartment for Rent in Khaja Guda, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredFamilyCar Parking1 CoveredAvailabilityImmediatelyCarpet Area1781 sqftFloor4 out of 11overlookingMain RoadBathroom3Balcony3,"₹32,000"
405,"3 BHK Apartment for Rent in Narsingi, Outer Ring Road",FurnishingSemi-FurnishedTenant PreferredBachelorsAvailabilityImmediatelySuper Area1940 sqftFloor1 out of 5facingEastoverlookingGarden/ParkBathroom3Balcony3,"₹32,000"
406,"3 BHK Apartment for Rent in Banjara Hills, NH 9",FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyOwner ResidesSame PremiseAvailabilityImmediatelySuper Area3000 sqftFloor2 out of 3facingEastoverlookingMain RoadBathroom4Balcony2,"₹47,000"
407,3 BHK Apartment for Rent in Appa junction,FurnishingSemi-FurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1410 sqftFloor13 out of 14Bathroom2Balcony1,"₹20,000"
408,2 BHK House for Rent in Bandlaguda Jagir,FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelySuper Area1400 sqftFloor2 out of 3facingEastoverlookingGarden/ParkDimensions40 X 87.5 ft SqftBathroom3Balcony3,"₹12,000"
409,"3 BHK Apartment for Rent in Manikonda, Outer Ring Road",FurnishingUnfurnishedTenant PreferredBachelors/FamilyAvailabilityImmediatelyCarpet Area1690 sqftFloor3 out of 4facingEastBathroom3Balcony2,"₹30,000"
